seq_name	taxonomy
5516.AH.hifi_reads_s3996.ctg004001l||full	Caudoviricetes
5516.AH.hifi_reads_s4042.ctg004048l||full	Caudoviricetes
5516.AH.hifi_reads_s4047.ctg004053l||full	Caudoviricetes
5516.AH.hifi_reads_s4061.ctg004067l||full	Caudoviricetes
5516.AH.hifi_reads_s4071.ctg004077l||full	Caudoviricetes
5516.AH.hifi_reads_s4076.ctg004082l||full	Caudoviricetes
5516.AH.hifi_reads_s4106.ctg004112l||full	Caudoviricetes
5516.AH.hifi_reads_s4114.ctg004120l||full	Caudoviricetes
5516.AH.hifi_reads_s4135.ctg004141l||full	Caudoviricetes
5516.AH.hifi_reads_s4171.ctg004178l||full	Caudoviricetes
5516.AH.hifi_reads_s4177.ctg004184l||full	Caudoviricetes
5516.AH.hifi_reads_s4183.ctg004190l||full	Caudoviricetes
5516.AH.hifi_reads_s4193.ctg004200l||full	Caudoviricetes
5516.AH.hifi_reads_s4229.ctg004236l||full	Caudoviricetes
5516.AH.hifi_reads_s4255.ctg004262l||full	Caudoviricetes
5516.AH.hifi_reads_s4272.ctg004279l||full	Caudoviricetes
5516.AH.hifi_reads_s4282.ctg004289l||full	Caudoviricetes
5516.AH.hifi_reads_s4293.ctg004300l||full	Caudoviricetes
5516.AH.hifi_reads_s4307.ctg004314l||full	Caudoviricetes
5516.AH.hifi_reads_s4308.ctg004315l||full	Caudoviricetes
5516.AH.hifi_reads_s4338.ctg004345l||full	Caudoviricetes
5516.AH.hifi_reads_s4369.ctg004376l||full	Caudoviricetes
5516.AH.hifi_reads_s4386.ctg004393l||full	Caudoviricetes
5516.AH.hifi_reads_s4410.ctg004417l||full	Caudoviricetes
5516.AH.hifi_reads_s4415.ctg004422l||full	Caudoviricetes
5516.AH.hifi_reads_s4433.ctg004440l||full	Caudoviricetes
5516.AH.hifi_reads_s4435.ctg004442l||full	Caudoviricetes
5516.AH.hifi_reads_s4459.ctg004466l||full	Caudoviricetes
5516.AH.hifi_reads_s4483.ctg004490l||full	Caudoviricetes
5516.AH.hifi_reads_s4498.ctg004505l||full	Caudoviricetes
5516.AH.hifi_reads_s4503.ctg004510l||full	Caudoviricetes
5516.AH.hifi_reads_s4535.ctg004542l||full	Caudoviricetes
5516.AH.hifi_reads_s4550.ctg004557l||full	Caudoviricetes
5516.AH.hifi_reads_s4585.ctg004593l||full	Caudoviricetes
5516.AH.hifi_reads_s4590.ctg004598l||full	Caudoviricetes
5516.AH.hifi_reads_s4595.ctg004603c||full	Caudoviricetes
5516.AH.hifi_reads_s4614.ctg004622l||full	Caudoviricetes
5516.AH.hifi_reads_s4659.ctg004667l||full	Caudoviricetes
5516.AH.hifi_reads_s4679.ctg004687l||full	Caudoviricetes
5516.AH.hifi_reads_s4697.ctg004705l||full	Caudoviricetes
5516.AH.hifi_reads_s4709.ctg004717l||full	Caudoviricetes
5516.AH.hifi_reads_s4742.ctg004750l||full	Caudoviricetes
5516.AH.hifi_reads_s4762.ctg004770l||full	Caudoviricetes
5516.AH.hifi_reads_s4798.ctg004806l||full	Caudoviricetes
5516.AH.hifi_reads_s4824.ctg004833l||full	Caudoviricetes
5516.AH.hifi_reads_s4854.ctg004863l||full	Caudoviricetes
5516.AH.hifi_reads_s4863.ctg004872l||full	Caudoviricetes
5516.AH.hifi_reads_s4878.ctg004887l||full	Caudoviricetes
5516.AH.hifi_reads_s4893.ctg004902l||full	Caudoviricetes
5516.AH.hifi_reads_s4901.ctg004910l||full	Caudoviricetes
5516.AH.hifi_reads_s4906.ctg004915l||full	Caudoviricetes
5516.AH.hifi_reads_s4939.ctg004948l||full	Caudoviricetes
5516.AH.hifi_reads_s5054.ctg005063l||full	Caudoviricetes
5516.AH.hifi_reads_s5068.ctg005077l||full	Caudoviricetes
5516.AH.hifi_reads_s5086.ctg005095l||full	Caudoviricetes
5516.AH.hifi_reads_s5128.ctg005137l||full	Caudoviricetes
5516.AH.hifi_reads_s5189.ctg005198l||full	Caudoviricetes
5516.AH.hifi_reads_s5194.ctg005203l||full	Megaviricetes
5516.AH.hifi_reads_s5198.ctg005207l||full	Caudoviricetes
5516.AH.hifi_reads_s5199.ctg005208l||full	Caudoviricetes
5516.AH.hifi_reads_s5202.ctg005211l||full	Caudoviricetes
5516.AH.hifi_reads_s5246.ctg005255l||full	Caudoviricetes
5516.AH.hifi_reads_s5261.ctg005270l||full	Caudoviricetes
5516.AH.hifi_reads_s5289.ctg005298l||full	Caudoviricetes
5516.AH.hifi_reads_s5297.ctg005306l||full	Caudoviricetes
5516.AH.hifi_reads_s5302.ctg005311l||full	Caudoviricetes
5516.AH.hifi_reads_s5319.ctg005328l||full	Caudoviricetes
5516.AH.hifi_reads_s5349.ctg005358l||full	Caudoviricetes
5516.AH.hifi_reads_s5421.ctg005430l||full	Caudoviricetes
5516.AH.hifi_reads_s5478.ctg005487l||full	Caudoviricetes
5516.AH.hifi_reads_s5510.ctg005519l||full	Caudoviricetes
5516.AH.hifi_reads_s5530.ctg005539l||full	Caudoviricetes
5516.AH.hifi_reads_s5546.ctg005555l||full	Caudoviricetes
5516.AH.hifi_reads_s5593.ctg005602c||full	Caudoviricetes
5516.AH.hifi_reads_s5627.ctg005637l||full	Caudoviricetes
5516.AH.hifi_reads_s5660.ctg005670l||full	Caudoviricetes
5516.AH.hifi_reads_s5710.ctg005720l||full	Caudoviricetes
5516.AH.hifi_reads_s5730.ctg005740l||full	Caudoviricetes
5516.AH.hifi_reads_s5743.ctg005753l||full	Caudoviricetes
5516.AH.hifi_reads_s5754.ctg005764l||full	Caudoviricetes
5516.AH.hifi_reads_s5783.ctg005793l||full	Caudoviricetes
5516.AH.hifi_reads_s5786.ctg005796l||full	Caudoviricetes
5516.AH.hifi_reads_s5806.ctg005816l||full	Caudoviricetes
5516.AH.hifi_reads_s5823.ctg005833l||full	Caudoviricetes
5516.AH.hifi_reads_s5838.ctg005848l||full	Caudoviricetes
5516.AH.hifi_reads_s5851.ctg005861l||full	Caudoviricetes
5516.AH.hifi_reads_s5867.ctg005877l||full	Caudoviricetes
5516.AH.hifi_reads_s5876.ctg005886l||full	Caudoviricetes
5516.AH.hifi_reads_s5889.ctg005899l||full	Caudoviricetes
5516.AH.hifi_reads_s5899.ctg005909l||full	Caudoviricetes
5516.AH.hifi_reads_s5904.ctg005914l||full	Caudoviricetes
5516.AH.hifi_reads_s5943.ctg005953l||full	Caudoviricetes
5516.AH.hifi_reads_s5966.ctg005976l||full	Caudoviricetes
5516.AH.hifi_reads_s5986.ctg005996l||full	Caudoviricetes
5516.AH.hifi_reads_s5987.ctg005997l||full	Caudoviricetes
5516.AH.hifi_reads_s5989.ctg005999l||full	Caudoviricetes
5516.AH.hifi_reads_s6020.ctg006030l||full	Caudoviricetes
5516.AH.hifi_reads_s6021.ctg006031l||full	Caudoviricetes
5516.AH.hifi_reads_s6038.ctg006048l||full	Caudoviricetes
5516.AH.hifi_reads_s6039.ctg006049l||full	Caudoviricetes
5516.AH.hifi_reads_s6044.ctg006054l||full	Caudoviricetes
5516.AH.hifi_reads_s6055.ctg006065l||full	Caudoviricetes
5516.AH.hifi_reads_s6093.ctg006104l||full	Caudoviricetes
5516.AH.hifi_reads_s6119.ctg006130l||full	Caudoviricetes
5516.AH.hifi_reads_s6129.ctg006140l||full	Caudoviricetes
5516.AH.hifi_reads_s6180.ctg006191l||full	Caudoviricetes
5516.AH.hifi_reads_s6188.ctg006199l||full	Caudoviricetes
5516.AH.hifi_reads_s6208.ctg006219l||full	Caudoviricetes
5516.AH.hifi_reads_s6215.ctg006226l||full	Caudoviricetes
5516.AH.hifi_reads_s6232.ctg006243l||full	Caudoviricetes
5516.AH.hifi_reads_s6241.ctg006252l||full	Caudoviricetes
5516.AH.hifi_reads_s6289.ctg006300l||full	Caudoviricetes
5516.AH.hifi_reads_s6314.ctg006325l||full	Caudoviricetes
5516.AH.hifi_reads_s6320.ctg006331l||full	Caudoviricetes
5516.AH.hifi_reads_s6334.ctg006345l||full	Caudoviricetes
5516.AH.hifi_reads_s6401.ctg006412l||full	Caudoviricetes
5516.AH.hifi_reads_s6418.ctg006429l||full	Caudoviricetes
5516.AH.hifi_reads_s6429.ctg006440l||full	Caudoviricetes
5516.AH.hifi_reads_s6453.ctg006464l||full	Caudoviricetes
5516.AH.hifi_reads_s6463.ctg006474l||full	Caudoviricetes
5516.AH.hifi_reads_s6467.ctg006478l||full	Caudoviricetes
5516.AH.hifi_reads_s6481.ctg006492l||full	Caudoviricetes
5516.AH.hifi_reads_s6499.ctg006511l||full	Caudoviricetes
5516.AH.hifi_reads_s6516.ctg006528l||full	Caudoviricetes
5516.AH.hifi_reads_s6558.ctg006571l||full	Caudoviricetes
5516.AH.hifi_reads_s6582.ctg006595l||full	Caudoviricetes
5516.AH.hifi_reads_s6608.ctg006622l||full	Caudoviricetes
5516.AH.hifi_reads_s6618.ctg006632l||full	Caudoviricetes
5516.AH.hifi_reads_s6625.ctg006639l||full	Caudoviricetes
5516.AH.hifi_reads_s6668.ctg006682l||full	Caudoviricetes
5516.AH.hifi_reads_s6697.ctg006711l||full	Megaviricetes
5516.AH.hifi_reads_s6700.ctg006714l||full	Caudoviricetes
5516.AH.hifi_reads_s6710.ctg006724l||full	Caudoviricetes
5516.AH.hifi_reads_s6740.ctg006754l||full	Caudoviricetes
5516.AH.hifi_reads_s6750.ctg006764l||full	Caudoviricetes
5516.AH.hifi_reads_s6758.ctg006772l||full	Caudoviricetes
5516.AH.hifi_reads_s6759.ctg006773l||full	Caudoviricetes
5516.AH.hifi_reads_s6780.ctg006794l||full	Caudoviricetes
5516.AH.hifi_reads_s6792.ctg006806l||full	Caudoviricetes
5516.AH.hifi_reads_s849.ctg006810l||full	Caudoviricetes
5516.AH.hifi_reads_s6830.ctg006845l||full	Caudoviricetes
5516.AH.hifi_reads_s6860.ctg006875l||full	Caudoviricetes
5516.AH.hifi_reads_s6908.ctg006923l||full	Caudoviricetes
5516.AH.hifi_reads_s7016.ctg007031l||full	Caudoviricetes
5516.AH.hifi_reads_s7023.ctg007038l||full	Caudoviricetes
5516.A.hifi_reads_s3.ctg000004l||full_1	Caudoviricetes
5516.A.hifi_reads_s181.ctg000183l||full_1	Caudoviricetes
5516.A.hifi_reads_s437.ctg000444l||full_1	Caudoviricetes
5516.A.hifi_reads_s566.ctg000575l||full_1	Caudoviricetes
5516.A.hifi_reads_s749.ctg000758l||full_1	Caudoviricetes
5516.A.hifi_reads_s1421.ctg001436l||full_1	Caudoviricetes
5516.A.hifi_reads_s1690.ctg001710l||full_1	Caudoviricetes
5516.A.hifi_reads_s1851.ctg001872l||full_1	Caudoviricetes
5516.A.hifi_reads_s1950.ctg001972l||full_1	Caudoviricetes
5516.A.hifi_reads_s2309.ctg002334l||full_1	Caudoviricetes
5516.A.hifi_reads_s631.ctg000640l||full	Caudoviricetes
5516.A.hifi_reads_s728.ctg000737c||full	Caudoviricetes
5516.A.hifi_reads_s20.ctg000021l||full	Caudoviricetes
5516.A.hifi_reads_s31.ctg000032c||full	Caudoviricetes
5516.A.hifi_reads_s34.ctg000035l||full	Caudoviricetes
5516.A.hifi_reads_s43.ctg000044l||full	Caudoviricetes
5516.A.hifi_reads_s47.ctg000048l||full	Caudoviricetes
5516.A.hifi_reads_s48.ctg000049l||full	Caudoviricetes
5516.A.hifi_reads_s115.ctg000116c||full	Caudoviricetes
5516.A.hifi_reads_s125.ctg000126c||full	Caudoviricetes
5516.A.hifi_reads_s145.ctg000146l||full	Caudoviricetes
5516.A.hifi_reads_s147.ctg000148c||full	Caudoviricetes
5516.A.hifi_reads_s153.ctg000154l||full	Caudoviricetes
5516.A.hifi_reads_s160.ctg000161l||full	Caudoviricetes
5516.A.hifi_reads_s215.ctg000218l||full	Caudoviricetes
5516.A.hifi_reads_s219.ctg000223c||full	Caudoviricetes
5516.A.hifi_reads_s220.ctg000224l||full	Caudoviricetes
5516.A.hifi_reads_s229.ctg000233l||full	Caudoviricetes
5516.A.hifi_reads_s235.ctg000239l||full	Caudoviricetes
5516.A.hifi_reads_s244.ctg000249l||full	Caudoviricetes
5516.A.hifi_reads_s255.ctg000260l||full	Caudoviricetes
5516.A.hifi_reads_s263.ctg000268l||full	Caudoviricetes
5516.A.hifi_reads_s265.ctg000270l||full	Caudoviricetes
5516.A.hifi_reads_s279.ctg000285l||full	Caudoviricetes
5516.A.hifi_reads_s290.ctg000296c||full	Caudoviricetes
5516.A.hifi_reads_s293.ctg000299l||full	Caudoviricetes
5516.A.hifi_reads_s296.ctg000302l||full	Caudoviricetes
5516.A.hifi_reads_s299.ctg000305l||full	Caudoviricetes
5516.A.hifi_reads_s302.ctg000308l||full	Caudoviricetes
5516.A.hifi_reads_s319.ctg000325l||full	Caudoviricetes
5516.A.hifi_reads_s320.ctg000326l||full	Caudoviricetes
5516.A.hifi_reads_s324.ctg000330l||full	Caudoviricetes
5516.A.hifi_reads_s332.ctg000338c||full	Caudoviricetes
5516.A.hifi_reads_s349.ctg000355l||full	Caudoviricetes
5516.A.hifi_reads_s362.ctg000368l||full	Caudoviricetes
5516.A.hifi_reads_s363.ctg000369l||full	Caudoviricetes
5516.A.hifi_reads_s368.ctg000374c||full	Caudoviricetes
5516.A.hifi_reads_s369.ctg000375l||full	Caudoviricetes
5516.A.hifi_reads_s374.ctg000380l||full	Caudoviricetes
5516.A.hifi_reads_s377.ctg000383l||full	Caudoviricetes
5516.A.hifi_reads_s393.ctg000399l||full	Caudoviricetes
5516.A.hifi_reads_s422.ctg000429c||full	Caudoviricetes
5516.A.hifi_reads_s455.ctg000464l||full	Caudoviricetes
5516.A.hifi_reads_s463.ctg000472l||full	Caudoviricetes
5516.A.hifi_reads_s474.ctg000483l||full	Caudoviricetes
5516.A.hifi_reads_s482.ctg000491l||full	Caudoviricetes
5516.A.hifi_reads_s484.ctg000493l||full	Caudoviricetes
5516.A.hifi_reads_s485.ctg000494c||full	Caudoviricetes
5516.A.hifi_reads_s487.ctg000496l||full	Caudoviricetes
5516.A.hifi_reads_s494.ctg000503l||full	Caudoviricetes
5516.A.hifi_reads_s510.ctg000519l||full	Caudoviricetes
5516.A.hifi_reads_s511.ctg000520c||full	Caudoviricetes
5516.A.hifi_reads_s519.ctg000528l||full	Caudoviricetes
5516.A.hifi_reads_s523.ctg000532l||full	Caudoviricetes
5516.A.hifi_reads_s525.ctg000534l||full	Caudoviricetes
5516.A.hifi_reads_s545.ctg000554l||full	Caudoviricetes
5516.A.hifi_reads_s548.ctg000557l||full	Caudoviricetes
5516.A.hifi_reads_s549.ctg000558l||full	Caudoviricetes
5516.A.hifi_reads_s581.ctg000590l||full	Caudoviricetes
5516.A.hifi_reads_s592.ctg000601l||full	Caudoviricetes
5516.A.hifi_reads_s605.ctg000614l||full	Caudoviricetes
5516.A.hifi_reads_s607.ctg000616l||full	Caudoviricetes
5516.A.hifi_reads_s614.ctg000623l||full	Caudoviricetes
5516.A.hifi_reads_s617.ctg000626l||full	Caudoviricetes
5516.A.hifi_reads_s632.ctg000641l||full	Caudoviricetes
5516.A.hifi_reads_s651.ctg000660l||full	Caudoviricetes
5516.A.hifi_reads_s657.ctg000666l||full	Caudoviricetes
5516.A.hifi_reads_s667.ctg000676l||full	Caudoviricetes
5516.A.hifi_reads_s679.ctg000688l||full	Caudoviricetes
5516.A.hifi_reads_s692.ctg000701l||full	Caudoviricetes
5516.A.hifi_reads_s702.ctg000711l||full	Caudoviricetes
5516.A.hifi_reads_s711.ctg000720l||full	Caudoviricetes
5516.A.hifi_reads_s737.ctg000746l||full	Caudoviricetes
5516.A.hifi_reads_s738.ctg000747l||full	Caudoviricetes
5516.A.hifi_reads_s745.ctg000754c||full	Caudoviricetes
5516.A.hifi_reads_s768.ctg000777l||full	Caudoviricetes
5516.A.hifi_reads_s770.ctg000779l||full	Caudoviricetes
5516.A.hifi_reads_s775.ctg000785l||full	Caudoviricetes
5516.A.hifi_reads_s789.ctg000799l||full	Caudoviricetes
5516.A.hifi_reads_s791.ctg000801l||full	Caudoviricetes
5516.A.hifi_reads_s807.ctg000817l||full	Caudoviricetes
5516.A.hifi_reads_s809.ctg000819l||full	Caudoviricetes
5516.A.hifi_reads_s811.ctg000821l||full	Caudoviricetes
5516.A.hifi_reads_s825.ctg000835l||full	Caudoviricetes
5516.A.hifi_reads_s835.ctg000845l||full	Caudoviricetes
5516.A.hifi_reads_s837.ctg000847l||full	Caudoviricetes
5516.A.hifi_reads_s877.ctg000887l||full	Caudoviricetes
5516.A.hifi_reads_s900.ctg000910l||full	Caudoviricetes
5516.A.hifi_reads_s907.ctg000917l||full	Caudoviricetes
5516.A.hifi_reads_s928.ctg000938l||full	Caudoviricetes
5516.A.hifi_reads_s929.ctg000939l||full	Caudoviricetes
5516.A.hifi_reads_s948.ctg000958l||full	Caudoviricetes
5516.A.hifi_reads_s954.ctg000964l||full	Caudoviricetes
5516.A.hifi_reads_s963.ctg000973l||full	Caudoviricetes
5516.A.hifi_reads_s969.ctg000979l||full	Caudoviricetes
5516.A.hifi_reads_s970.ctg000980l||full	Caudoviricetes
5516.A.hifi_reads_s973.ctg000983l||full	Caudoviricetes
5516.A.hifi_reads_s1004.ctg001014l||full	Caudoviricetes
5516.A.hifi_reads_s1006.ctg001016l||full	Caudoviricetes
5516.A.hifi_reads_s1007.ctg001017l||full	Caudoviricetes
5516.A.hifi_reads_s1015.ctg001025l||full	Caudoviricetes
5516.A.hifi_reads_s1016.ctg001026c||full	Caudoviricetes
5516.A.hifi_reads_s1028.ctg001039l||full	Caudoviricetes
5516.A.hifi_reads_s1035.ctg001046l||full	Caudoviricetes
5516.A.hifi_reads_s1045.ctg001056l||full	Caudoviricetes
5516.A.hifi_reads_s1082.ctg001095l||full	Caudoviricetes
5516.A.hifi_reads_s1083.ctg001096l||full	Caudoviricetes
5516.A.hifi_reads_s1154.ctg001167l||full	Caudoviricetes
5516.A.hifi_reads_s1164.ctg001178l||full	Caudoviricetes
5516.A.hifi_reads_s1186.ctg001200l||full	Caudoviricetes
5516.A.hifi_reads_s1192.ctg001206l||full	Caudoviricetes
5516.A.hifi_reads_s1196.ctg001210l||full	Caudoviricetes
5516.A.hifi_reads_s1205.ctg001219l||full	Caudoviricetes
5516.A.hifi_reads_s1208.ctg001222l||full	Caudoviricetes
5516.A.hifi_reads_s1212.ctg001226l||full	Caudoviricetes
5516.A.hifi_reads_s1213.ctg001227l||full	Caudoviricetes
5516.A.hifi_reads_s1214.ctg001228l||full	Caudoviricetes
5516.A.hifi_reads_s1239.ctg001253l||full	Caudoviricetes
5516.A.hifi_reads_s1241.ctg001255l||full	Caudoviricetes
5516.A.hifi_reads_s1245.ctg001259l||full	Caudoviricetes
5516.A.hifi_reads_s1250.ctg001264c||full	Caudoviricetes
5516.A.hifi_reads_s1253.ctg001267c||full	Caudoviricetes
5516.A.hifi_reads_s1276.ctg001290l||full	Caudoviricetes
5516.A.hifi_reads_s1289.ctg001303l||full	Caudoviricetes
5516.A.hifi_reads_s1301.ctg001315l||full	Caudoviricetes
5516.A.hifi_reads_s1307.ctg001321l||full	Caudoviricetes
5516.A.hifi_reads_s1313.ctg001327l||full	Caudoviricetes
5516.A.hifi_reads_s1321.ctg001335l||full	Caudoviricetes
5516.A.hifi_reads_s1339.ctg001353l||full	Caudoviricetes
5516.A.hifi_reads_s1367.ctg001382l||full	Caudoviricetes
5516.A.hifi_reads_s1373.ctg001388l||full	Caudoviricetes
5516.A.hifi_reads_s1387.ctg001402l||full	Caudoviricetes
5516.A.hifi_reads_s1392.ctg001407l||full	Caudoviricetes
5516.A.hifi_reads_s1429.ctg001444l||full	Caudoviricetes
5516.A.hifi_reads_s1447.ctg001463l||full	Caudoviricetes
5516.A.hifi_reads_s1480.ctg001497l||full	Caudoviricetes
5516.A.hifi_reads_s1492.ctg001509c||full	Caudoviricetes
5516.A.hifi_reads_s1499.ctg001516l||full	Caudoviricetes
5516.A.hifi_reads_s1501.ctg001518l||full	Caudoviricetes
5516.A.hifi_reads_s1512.ctg001529l||full	Caudoviricetes
5516.A.hifi_reads_s1524.ctg001541l||full	Caudoviricetes
5516.A.hifi_reads_s1526.ctg001543l||full	Caudoviricetes
5516.A.hifi_reads_s1528.ctg001545l||full	Caudoviricetes
5516.A.hifi_reads_s1529.ctg001546l||full	Caudoviricetes
5516.A.hifi_reads_s1536.ctg001553l||full	Caudoviricetes
5516.A.hifi_reads_s1560.ctg001578l||full	Caudoviricetes
5516.A.hifi_reads_s1580.ctg001598l||full	Caudoviricetes
5516.A.hifi_reads_s1588.ctg001606l||full	Caudoviricetes
5516.A.hifi_reads_s1603.ctg001621l||full	Caudoviricetes
5516.A.hifi_reads_s1616.ctg001634l||full	Caudoviricetes
5516.A.hifi_reads_s1638.ctg001656l||full	Caudoviricetes
5516.A.hifi_reads_s1681.ctg001700l||full	Caudoviricetes
5516.A.hifi_reads_s1682.ctg001701l||full	Caudoviricetes
5516.A.hifi_reads_s1718.ctg001738l||full	Caudoviricetes
5516.A.hifi_reads_s1724.ctg001744l||full	Caudoviricetes
5516.A.hifi_reads_s1729.ctg001749l||full	Caudoviricetes
5516.A.hifi_reads_s1746.ctg001766l||full	Caudoviricetes
5516.A.hifi_reads_s1783.ctg001803l||full	Caudoviricetes
5516.A.hifi_reads_s1790.ctg001810l||full	Caudoviricetes
5516.A.hifi_reads_s1811.ctg001831l||full	Caudoviricetes
5516.A.hifi_reads_s1834.ctg001855l||full	Caudoviricetes
5516.A.hifi_reads_s1840.ctg001861l||full	Caudoviricetes
5516.A.hifi_reads_s1853.ctg001874l||full	Caudoviricetes
5516.A.hifi_reads_s1864.ctg001885l||full	Caudoviricetes
5516.A.hifi_reads_s1870.ctg001891l||full	Caudoviricetes
5516.A.hifi_reads_s1872.ctg001893l||full	Caudoviricetes
5516.A.hifi_reads_s1880.ctg001901l||full	Caudoviricetes
5516.A.hifi_reads_s1884.ctg001905l||full	Caudoviricetes
5516.A.hifi_reads_s1886.ctg001907l||full	Caudoviricetes
5516.A.hifi_reads_s1890.ctg001911l||full	Caudoviricetes
5516.A.hifi_reads_s1914.ctg001935l||full	Caudoviricetes
5516.A.hifi_reads_s1916.ctg001937l||full	Caudoviricetes
5516.A.hifi_reads_s1937.ctg001959l||full	Caudoviricetes
5516.A.hifi_reads_s1948.ctg001970l||full	Caudoviricetes
5516.A.hifi_reads_s1951.ctg001973l||full	Caudoviricetes
5516.A.hifi_reads_s1953.ctg001975l||full	Caudoviricetes
5516.A.hifi_reads_s1965.ctg001987l||full	Caudoviricetes
5516.A.hifi_reads_s1969.ctg001991c||full	Caudoviricetes
5516.A.hifi_reads_s1972.ctg001994l||full	Caudoviricetes
5516.A.hifi_reads_s1976.ctg001998l||full	Caudoviricetes
5516.A.hifi_reads_s2001.ctg002023l||full	Caudoviricetes
5516.A.hifi_reads_s2003.ctg002025l||full	Caudoviricetes
5516.A.hifi_reads_s2021.ctg002043c||full	Caudoviricetes
5516.A.hifi_reads_s2028.ctg002050l||full	Caudoviricetes
5516.A.hifi_reads_s2032.ctg002054l||full	Caudoviricetes
5516.A.hifi_reads_s2033.ctg002055l||full	Caudoviricetes
5516.A.hifi_reads_s2064.ctg002086l||full	Caudoviricetes
5516.A.hifi_reads_s2078.ctg002100l||full	Caudoviricetes
5516.A.hifi_reads_s2097.ctg002119l||full	Caudoviricetes
5516.A.hifi_reads_s2111.ctg002133l||full	Caudoviricetes
5516.A.hifi_reads_s2114.ctg002136l||full	Caudoviricetes
5516.A.hifi_reads_s2149.ctg002171l||full	Caudoviricetes
5516.A.hifi_reads_s2154.ctg002176l||full	Caudoviricetes
5516.A.hifi_reads_s2180.ctg002203l||full	Caudoviricetes
5516.A.hifi_reads_s2184.ctg002207l||full	Caudoviricetes
5516.A.hifi_reads_s2193.ctg002216l||full	Caudoviricetes
5516.A.hifi_reads_s2202.ctg002225l||full	Caudoviricetes
5516.A.hifi_reads_s2209.ctg002232l||full	Caudoviricetes
5516.A.hifi_reads_s2211.ctg002234l||full	Caudoviricetes
5516.A.hifi_reads_s2227.ctg002250l||full	Caudoviricetes
5516.A.hifi_reads_s2228.ctg002251l||full	Caudoviricetes
5516.A.hifi_reads_s2288.ctg002312l||full	Caudoviricetes
5516.A.hifi_reads_s2304.ctg002329l||full	Caudoviricetes
5516.A.hifi_reads_s2305.ctg002330l||full	Caudoviricetes
5516.A.hifi_reads_s2311.ctg002336l||full	Caudoviricetes
5516.A.hifi_reads_s2314.ctg002339l||full	Caudoviricetes
5516.A.hifi_reads_s2339.ctg002365l||full	Caudoviricetes
5516.A.hifi_reads_s2358.ctg002384l||full	Caudoviricetes
5516.A.hifi_reads_s2379.ctg002405l||full	Caudoviricetes
5516.A.hifi_reads_s2384.ctg002410l||full	Caudoviricetes
5516.A.hifi_reads_s2385.ctg002411l||full	Caudoviricetes
5516.A.hifi_reads_s2396.ctg002422l||full	Caudoviricetes
5516.A.hifi_reads_s2408.ctg002434l||full	Caudoviricetes
5516.A.hifi_reads_s2442.ctg002470l||full	Caudoviricetes
5516.A.hifi_reads_s2448.ctg002476l||full	Caudoviricetes
5516.A.hifi_reads_s2453.ctg002481l||full	Caudoviricetes
5516.A.hifi_reads_s2455.ctg002483l||full	Caudoviricetes
5516.A.hifi_reads_s2472.ctg002501l||full	Caudoviricetes
5516.A.hifi_reads_s2484.ctg002513l||full	Caudoviricetes
5516.A.hifi_reads_s2489.ctg002518l||full	Caudoviricetes
5516.A.hifi_reads_s2492.ctg002521l||full	Caudoviricetes
5516.A.hifi_reads_s2498.ctg002527l||full	Caudoviricetes
5516.A.hifi_reads_s2500.ctg002529l||full	Caudoviricetes
5516.A.hifi_reads_s2512.ctg002542l||full	Caudoviricetes
5516.A.hifi_reads_s2525.ctg002556l||full	Caudoviricetes
5516.A.hifi_reads_s2527.ctg002558l||full	Caudoviricetes
5516.A.hifi_reads_s2528.ctg002559l||full	Caudoviricetes
5516.AI.hifi_reads_s221.ctg000222l||full_1	Caudoviricetes
5516.AI.hifi_reads_s234.ctg000235l||full_1	Caudoviricetes
5516.AI.hifi_reads_s2.ctg000003l||full	Caudoviricetes
5516.AI.hifi_reads_s3.ctg000004l||full	Caudoviricetes
5516.AI.hifi_reads_s7.ctg000008l||full	Caudoviricetes
5516.AI.hifi_reads_s16.ctg000017l||full	Caudoviricetes
5516.AI.hifi_reads_s24.ctg000025l||full	Caudoviricetes
5516.AI.hifi_reads_s35.ctg000036l||full	Caudoviricetes
5516.AI.hifi_reads_s36.ctg000037l||full	Caudoviricetes
5516.AI.hifi_reads_s46.ctg000047l||full	Caudoviricetes
5516.AI.hifi_reads_s52.ctg000053l||full	Caudoviricetes
5516.AI.hifi_reads_s54.ctg000055l||full	Caudoviricetes
5516.AI.hifi_reads_s55.ctg000056l||full	Caudoviricetes
5516.AI.hifi_reads_s67.ctg000068l||full	Caudoviricetes
5516.AI.hifi_reads_s68.ctg000069l||full	Caudoviricetes
5516.AI.hifi_reads_s79.ctg000080l||full	Caudoviricetes
5516.AI.hifi_reads_s89.ctg000090l||full	Caudoviricetes
5516.AI.hifi_reads_s90.ctg000091l||full	Caudoviricetes
5516.AI.hifi_reads_s112.ctg000113l||full	Caudoviricetes
5516.AI.hifi_reads_s126.ctg000127l||full	Caudoviricetes
5516.AI.hifi_reads_s131.ctg000132l||full	Caudoviricetes
5516.AI.hifi_reads_s140.ctg000141l||full	Caudoviricetes
5516.AI.hifi_reads_s145.ctg000146l||full	Caudoviricetes
5516.AI.hifi_reads_s149.ctg000150l||full	Caudoviricetes
5516.AI.hifi_reads_s150.ctg000151l||full	Caudoviricetes
5516.AI.hifi_reads_s153.ctg000154l||full	Caudoviricetes
5516.AI.hifi_reads_s166.ctg000167l||full	Caudoviricetes
